COUNTRY,SEX,YEAR,life_expectancy,average_number_of_calories_available_per_person_per_day,unemployment_rate,regular_daily_smokers,adult_overweight,alcahol_consumption_liter_per_capita,fat_available_ppd,protein_ppd,average_fruit_vegtable_ppd,annual_income,youth_unemployment_rate,Ischaemic_heart_diseas,circulatory_diseases,self_injury,total_hospital_beds
Austria,ALL,2000.0,78.47,2223.0,5.6,29.5,33.3,1.17,44.85,66.11,128.8,700.0,16.72,23.22,3353.71,1.52,11411.0
Austria,ALL,2001.0,78.95,2242.0,5.1,40.1,33.8,0.91,46.06,66.12,121.44,730.0,48.34,23.82,3411.79,1.65,11411.0
Austria,ALL,2002.0,79.01,2156.0,3.6,24.7,34.2,1.04,43.14,64.58,115.27,730.0,40.51,26.04,3464.58,2.5,11578.0
Austria,ALL,2003.0,78.89,2270.0,4.4,34.9,34.7,1.04,48.29,65.59,127.38,760.0,33.46,25.26,2825.93,4.53,11610.0
Austria,ALL,2004.0,79.43,2254.0,5.7,39.0,35.1,1.03,44.41,66.63,120.52,650.0,23.42,21.33,2569.84,6.34,12006.0
Austria,ALL,2005.0,79.66,2254.0,6.7,38.0,35.6,1.17,47.17,64.92,104.88,410.0,22.44,20.82,2358.22,3.52,12240.0
Austria,ALL,2006.0,80.19,2262.0,6.4,29.85,36.1,1.44,47.3,66.39,94.52,280.0,27.42,23.17,2978.22,8.08,12271.0
Austria,ALL,2007.0,80.46,2343.0,6.1,23.95,36.5,1.73,47.92,67.72,97.69,320.0,32.43,27.3,3277.13,8.07,12212.0
Austria,ALL,2008.0,80.72,2404.0,7.0,35.9,37.0,1.77,48.66,68.97,103.86,380.0,33.72,24.19,2939.83,39.01,12350.0
Austria,ALL,2009.0,80.57,2415.0,7.3,36.0,37.5,1.2,52.08,69.46,124.14,640.0,30.88,24.79,3326.55,18.93,13150.0
Austria,ALL,2010.0,80.88,2360.0,9.5,30.54,38.0,1.56,48.85,69.16,112.7,890.0,30.17,26.51,3021.15,15.38,13228.0
Austria,ALL,2011.0,81.27,2388.0,9.1,29.0,38.5,1.59,44.39,70.68,115.86,800.0,29.06,28.43,3726.38,4.02,13035.0
Austria,ALL,2012.0,81.19,2432.0,27.0,35.3,39.0,1.58,48.88,71.02,118.04,860.0,27.67,26.11,2735.83,7.63,12803.0
Austria,ALL,2013.0,81.4,2494.0,22.0,28.4,39.5,1.35,51.92,72.73,118.42,950.0,26.64,28.43,3046.08,7.44,12136.0
Austria,ALL,2014.0,81.79,2494.0,18.0,27.3,40.0,1.33,54.15,71.49,111.78,1100.0,26.16,31.04,3391.65,5.53,9661.0
Austria,ALL,2015.0,81.45,2680.0,13.1,27.0,49.84,1.37,57.69,77.71,127.64,1280.0,25.75,31.9,3202.64,4.31,10371.0
Austria,ALL,2016.0,81.93,2776.0,12.0,27.0,50.07,1.65,59.44,81.38,127.25,1370.0,26.48,27.47,3018.41,0.0,10319.0
Austria,ALL,2017.0,81.87,2689.0,14.9,26.8,50.29,1.4,57.5,79.4,131.84,1650.0,26.38,27.33,2872.25,0.0,10133.0
Austria,ALL,2018.0,81.91,2607.0,17.7,26.8,50.52,1.79,61.12,75.79,125.82,2100.0,27.26,23.1,2475.4,3.11,10237.0
Austria,ALL,2019.0,82.16,2596.0,18.4,26.8,50.75,1.84,58.53,75.89,115.17,2620.0,30.81,27.55,2874.05,3.08,10207.0
Austria,ALL,2020.0,81.49,2676.0,16.8,23.0,50.99,1.51,60.54,79.11,121.39,3050.0,22.66,25.8,2734.58,0.0,10162.0
Austria,ALL,2021.0,81.42,2664.0,16.4,23.0,51.24,1.68,57.83,79.05,131.72,3460.0,28.79,63.33,3167.48,2.04,9991.0
Belgium,ALL,2000.0,77.96,2798.0,15.8,23.0,51.52,1.58,63.25,82.78,137.43,4040.0,31.2,67.79,3543.44,2.35,9687.0
Belgium,ALL,2001.0,78.32,2721.0,15.0,26.2,51.84,1.6,60.42,80.89,122.08,4280.0,39.6,66.73,3808.24,1.81,9514.0
Belgium,ALL,2002.0,78.32,2565.0,14.4,26.2,52.18,1.39,56.8,76.32,109.01,4360.0,39.78,72.9,3736.64,1.54,9405.0
Belgium,ALL,2003.0,78.45,2690.0,14.1,26.2,52.56,1.63,57.23,79.89,113.36,4410.0,36.03,69.79,3822.17,2.11,9284.0
Belgium,ALL,2004.0,79.11,2497.0,13.8,25.2,52.97,1.67,57.36,73.83,105.39,4360.0,31.27,73.54,3951.12,3.1,9344.0
Belgium,ALL,2005.0,79.19,2594.0,13.4,24.9,53.41,1.73,59.15,77.26,86.61,4540.0,28.19,78.6,4151.76,3.33,9191.0
Belgium,ALL,2006.0,79.79,2569.0,15.6,27.5,53.87,2.03,61.2,77.02,106.55,4540.0,27.02,85.25,4102.94,6.39,8805.0
Belgium,ALL,2007.0,79.9,2568.0,17.9,35.0,54.34,1.28,60.92,77.62,111.67,4390.0,30.32,86.92,4031.49,7.4,8708.0
Belgium,ALL,2008.0,80.0,2572.0,17.5,24.0,54.81,1.35,68.58,78.73,114.32,4320.0,27.84,90.26,4361.34,26.2,8374.0
Belgium,ALL,2009.0,80.28,2654.0,15.2,36.3,55.3,1.49,69.9,85.19,149.48,4290.0,2.15,89.14,4633.4,8.45,8366.0
Belgium,ALL,2010.0,80.3,2795.0,13.7,23.2,55.78,2.77,74.06,88.74,182.56,4860.0,2.43,78.46,3941.86,5.04,8366.0
Belgium,ALL,2011.0,80.66,2877.0,12.3,24.3,56.25,2.87,74.98,94.08,194.85,5230.0,6.96,86.64,3994.48,4.58,204.0
Belgium,ALL,2012.0,80.51,2717.0,11.5,20.6,56.71,3.12,78.01,89.77,183.6,5260.0,8.64,80.74,3877.71,3.13,195.0
Belgium,ALL,2013.0,80.79,2843.0,11.7,26.5,57.16,2.22,82.86,94.47,211.47,6110.0,8.51,75.38,3605.61,2.77,203.0
Belgium,ALL,2014.0,81.51,2725.0,11.5,20.4,57.6,1.54,73.15,89.03,190.31,46040.0,11.62,72.19,3370.34,2.73,211.0
Belgium,ALL,2015.0,81.19,2725.0,0.9,19.6,58.02,2.19,74.79,88.42,210.85,310.0,13.38,72.18,3463.97,2.75,211.0
Belgium,ALL,2016.0,81.65,2797.0,3.0,19.0,58.44,3.92,76.82,92.76,212.01,360.0,11.65,67.77,3196.15,2.39,171.0
Belgium,ALL,2017.0,81.7,2734.0,3.7,19.3,58.85,4.51,75.56,90.39,227.3,400.0,13.88,66.96,3179.64,1.9,245.0
Belgium,ALL,2018.0,81.81,2803.0,6.0,17.9,59.27,3.96,79.98,92.83,246.32,470.0,13.56,71.93,4725.0,2.38,233.0
Belgium,ALL,2019.0,82.21,2864.0,6.2,18.2,59.7,4.33,81.06,97.92,259.42,520.0,13.29,68.75,4781.15,1.79,206.0
Belgium,ALL,2020.0,80.91,2772.0,5.3,17.7,60.11,4.42,82.36,95.79,277.22,560.0,13.02,73.73,4139.51,1.85,206.0
Bulgaria,ALL,2000.0,71.71,2792.0,3.9,17.7,60.52,4.98,88.72,95.27,278.88,590.0,12.73,73.55,3150.09,1.65,206.0
Bulgaria,ALL,2001.0,71.91,2874.0,3.3,17.1,60.93,5.17,88.6,98.24,288.85,610.0,12.39,68.73,3024.32,1.1,215.0
Bulgaria,ALL,2002.0,72.16,2855.0,2.4,17.0,61.33,5.46,91.55,97.63,301.08,660.0,12.15,75.09,3098.78,1.08,214.0
Bulgaria,ALL,2003.0,72.39,2860.0,1.8,16.7,61.74,5.56,91.29,97.28,304.29,710.0,11.86,67.77,2939.95,1.22,26050.0
Bulgaria,ALL,2004.0,72.6,2947.0,2.1,16.7,62.16,5.79,95.42,101.95,325.0,800.0,11.59,65.17,3009.8,1.03,26600.0
Bulgaria,ALL,2005.0,72.59,2993.0,2.9,18.4,46.1,4.88,101.91,101.91,327.54,960.0,26.2,62.93,3354.11,1.29,27200.0
Bulgaria,ALL,2006.0,72.76,3184.0,3.3,18.2,47.0,5.03,103.83,105.59,380.79,1180.0,39.83,61.12,3069.1,0.32,27200.0
Bulgaria,ALL,2007.0,73.07,3237.0,2.1,17.0,47.9,4.43,104.87,108.04,401.45,1540.0,38.6,65.99,3020.14,0.83,27700.0
Bulgaria,ALL,2008.0,73.41,3288.0,1.5,16.2,48.8,4.28,108.04,108.89,409.7,2020.0,38.38,54.85,2956.57,1.38,28112.0
Bulgaria,ALL,2009.0,73.77,3293.0,6.3,15.9,49.6,4.1,108.13,110.29,412.12,2760.0,34.6,50.02,4165.51,1.13,29480.0
Bulgaria,ALL,2010.0,73.81,3266.0,7.5,40.0,50.4,4.33,110.82,109.59,417.63,3600.0,35.11,47.92,4185.82,1.51,29710.0
Bulgaria,ALL,2011.0,74.23,3280.0,6.7,37.0,51.1,4.38,111.67,111.67,431.24,3340.0,36.76,49.65,4248.08,1.4,30424.0
Bulgaria,ALL,2012.0,74.44,3322.0,9.3,36.0,51.9,4.39,116.65,114.32,470.82,3470.0,31.8,48.11,4151.31,1.31,29874.0
Bulgaria,ALL,2013.0,74.96,3326.0,10.8,35.0,52.6,4.44,118.83,114.72,474.24,3530.0,35.95,47.1,3910.23,1.47,30482.0
Bulgaria,ALL,2014.0,74.57,3296.0,9.4,35.0,53.2,4.4,116.34,112.89,472.9,3880.0,37.76,47.21,3979.73,1.6,30806.0
Bulgaria,ALL,2015.0,74.71,3338.0,11.1,32.0,53.9,12.77,115.99,116.02,511.1,4110.0,33.58,47.04,4079.93,1.72,30840.0
Bulgaria,ALL,2016.0,74.94,2184.0,11.7,32.0,54.5,13.08,31.49,63.58,193.79,4140.0,32.49,46.81,4084.81,1.3,30651.0
Bulgaria,ALL,2017.0,74.88,2099.0,10.4,32.0,55.0,12.16,27.49,58.53,136.38,4010.0,36.59,47.84,3890.71,1.3,29098.0
Bulgaria,ALL,2018.0,75.02,2181.0,9.4,32.0,55.5,12.25,38.89,61.59,185.47,3760.0,36.08,48.56,4017.27,1.49,28711.0
Bulgaria,ALL,2019.0,75.19,2270.0,9.7,29.0,56.0,12.23,43.79,61.64,196.69,3950.0,3.72,48.75,3796.19,1.31,26893.0
Bulgaria,ALL,2020.0,73.63,2320.0,9.6,26.0,43.46,11.82,44.11,63.29,201.82,4240.0,4.13,50.01,3884.39,1.22,25560.0
Bulgaria,ALL,2021.0,71.4,2330.0,8.2,25.0,43.69,11.89,44.3,64.89,167.94,4660.0,4.66,49.61,3861.22,1.29,25275.0
Cyprus,ALL,2000.0,77.89,2320.0,7.4,26.0,43.92,11.53,38.36,66.31,174.59,4220.0,4.97,48.73,3745.31,1.58,23574.0
Cyprus,ALL,2001.0,79.35,2288.0,6.7,28.0,44.17,10.96,38.32,66.5,179.15,4560.0,5.91,47.2,3851.3,1.72,20795.0
Cyprus,ALL,2002.0,77.3,2236.0,6.3,30.0,44.43,10.86,41.35,65.33,168.56,2070.0,6.84,47.33,3546.25,1.85,16157.0
Cyprus,ALL,2003.0,79.66,2239.0,7.1,25.5,44.72,10.53,42.67,65.25,172.68,2320.0,7.56,47.12,3589.49,1.46,13968.0
Cyprus,ALL,2004.0,79.83,2259.0,6.9,27.0,45.02,10.46,48.74,66.3,203.88,2760.0,7.49,47.86,3468.91,1.33,14208.0
Cyprus,ALL,2005.0,79.23,2432.0,6.2,29.0,45.34,10.33,57.49,70.15,228.47,3580.0,5.93,45.1,3270.49,1.32,14259.0
Cyprus,ALL,2006.0,80.65,2554.0,17.3,31.0,45.66,10.06,55.95,75.06,264.71,4650.0,6.3,44.02,3185.06,1.19,14353.0
Cyprus,ALL,2007.0,80.48,2668.0,16.2,28.0,45.99,9.88,63.01,77.37,339.04,5540.0,6.01,42.28,3115.65,1.13,14276.0
Cyprus,ALL,2008.0,81.17,2757.0,17.6,29.0,46.31,11.02,66.44,80.89,387.62,5980.0,7.14,42.36,2981.46,1.64,13126.0
Cyprus,ALL,2009.0,81.59,2761.0,18.5,27.0,46.65,11.18,76.62,82.22,420.61,6660.0,7.43,38.99,3051.58,1.25,12358.0
Cyprus,ALL,2010.0,82.2,2869.0,18.0,24.0,47.0,11.18,81.67,87.6,437.14,7540.0,12.07,38.16,3002.43,1.44,12068.0
Cyprus,ALL,2011.0,81.92,2819.0,17.8,20.0,47.33,10.72,77.87,84.58,442.32,9620.0,10.98,36.96,2958.7,1.34,12160.0
Cyprus,ALL,2012.0,81.77,2912.0,16.3,22.0,47.64,10.99,86.94,87.43,350.91,11460.0,9.75,38.53,2852.62,1.15,12236.0
Cyprus,ALL,2013.0,82.55,2946.0,17.9,22.0,47.91,3.18,92.88,90.79,399.86,11180.0,9.41,37.38,2844.85,1.04,12241.0
Cyprus,ALL,2014.0,82.39,2972.0,18.1,20.5,48.11,2.98,95.49,90.93,463.41,10380.0,8.48,36.47,2827.15,1.16,12268.0
Cyprus,ALL,2015.0,81.67,3020.0,15.46,19.0,48.23,2.52,98.47,93.28,464.66,9600.0,10.65,35.52,2762.55,0.9,12514.0
Cyprus,ALL,2016.0,82.74,3069.0,13.0,15.4,48.3,2.71,96.99,97.48,501.55,9270.0,9.45,35.48,2713.36,1.13,75168.0
Cyprus,ALL,2017.0,82.1,3090.0,2.4,31.4,48.32,4.34,96.13,97.44,521.11,9360.0,8.91,35.03,2646.71,0.83,75032.0
Cyprus,ALL,2018.0,82.72,3051.0,1.5,33.0,48.3,2.98,94.73,97.19,446.3,10820.0,9.39,33.73,2487.72,0.9,74156.0
Cyprus,ALL,2019.0,82.25,3072.0,1.3,33.0,48.26,2.92,95.9,97.7,433.54,13810.0,9.64,31.89,2347.28,1.0,73214.0
Cyprus,ALL,2020.0,82.35,3074.0,1.2,33.6,48.24,2.84,99.89,97.38,329.13,18070.0,10.27,30.69,2272.02,0.87,72494.0
Cyprus,ALL,2021.0,81.39,3022.0,1.42,35.6,48.2,1.9,115.83,94.29,326.29,19300.0,10.58,28.37,2173.83,0.6,71324.0
Czechia,ALL,2000.0,75.21,3191.0,1.85,32.7,48.15,2.16,111.74,88.77,200.63,20630.0,11.25,26.51,2002.26,0.75,70143.0
Czechia,ALL,2001.0,75.49,3193.0,1.91,39.7,48.12,2.91,114.61,89.72,180.36,21810.0,9.79,23.75,1918.24,0.81,69268.0
Czechia,ALL,2002.0,75.51,3248.0,1.7,29.2,48.11,2.87,118.99,90.36,201.85,24520.0,9.37,20.26,1834.76,0.79,68729.0
Czechia,ALL,2003.0,75.4,3270.0,2.19,28.2,48.12,2.87,121.53,91.18,198.13,24870.0,8.51,18.34,1778.91,0.62,68218.0
Czechia,ALL,2004.0,75.96,3220.0,2.22,29.1,48.13,3.0,120.73,89.69,176.97,26140.0,10.43,18.48,1688.4,0.55,67853.0
Czechia,ALL,2005.0,76.18,3232.0,2.0,37.6,48.13,3.73,120.98,89.06,191.96,28190.0,11.37,18.06,1687.04,0.66,67173.0
Czechia,ALL,2006.0,76.82,3194.0,2.67,14.3,48.14,4.17,120.99,88.97,182.76,30090.0,1.77,17.79,1627.03,0.48,66480.0
Czechia,ALL,2007.0,77.1,3221.0,3.67,14.3,48.16,3.99,121.95,89.79,185.68,29560.0,3.53,16.55,1547.03,0.53,65373.0
Czechia,ALL,2008.0,77.42,3153.0,4.16,14.3,48.17,3.91,122.43,89.23,181.11,27970.0,8.78,17.3,1590.41,0.4,64594.0
Czechia,ALL,2009.0,77.5,3217.0,3.8,14.3,33.9,3.96,124.69,89.37,181.74,27080.0,12.27,17.52,1574.56,0.4,63674.0
Czechia,ALL,2010.0,77.81,3230.0,3.6,14.3,34.6,3.97,127.19,90.05,180.52,26810.0,13.99,17.0,1496.58,0.43,63114.0
Czechia,ALL,2011.0,78.06,3207.0,3.13,14.3,35.2,4.23,129.14,90.65,172.82,25320.0,15.65,15.11,1575.67,0.55,63092.0
Czechia,ALL,2012.0,78.24,3294.0,3.82,40.7,35.9,4.07,132.34,91.07,195.94,25030.0,17.47,15.04,1448.74,0.46,62806.0
Czechia,ALL,2013.0,78.4,3201.0,3.56,40.7,36.5,3.89,128.22,89.4,183.85,28100.0,19.07,13.6,1423.42,0.48,63206.0
Czechia,ALL,2014.0,79.02,3142.0,3.16,40.7,37.1,3.92,128.62,90.55,199.59,33850.0,20.77,13.84,1381.74,0.54,63248.0
Czechia,ALL,2015.0,78.77,3243.0,3.25,27.5,37.7,4.22,136.75,92.45,189.28,38770.0,22.25,13.25,1337.07,0.49,63354.0
Czechia,ALL,2016.0,79.25,3192.0,3.46,27.9,38.3,4.04,135.68,91.17,193.8,41500.0,22.23,13.17,1327.93,0.42,64307.0
Czechia,ALL,2017.0,79.16,3213.0,3.61,26.4,38.9,3.83,137.67,93.14,192.64,44540.0,21.69,13.46,1265.23,0.36,64018.0
Czechia,ALL,2018.0,79.21,3283.0,4.2,26.6,39.4,3.83,142.14,94.76,212.92,49210.0,19.0,13.03,3852.09,4.28,64069.0
Czechia,ALL,2019.0,79.45,3355.0,3.54,26.3,39.9,3.69,147.52,94.95,210.32,49150.0,18.3,13.33,3907.38,3.86,64008.0
Czechia,ALL,2020.0,78.37,3348.0,3.66,26.3,40.4,3.77,149.6,96.98,195.52,49750.0,15.37,12.91,4175.25,3.1,64417.0
Czechia,ALL,2021.0,77.28,3400.0,4.13,26.9,40.9,8.91,152.16,95.82,225.05,50700.0,14.75,94.8,4015.6,3.77,64691.0
Germany,ALL,2000.0,78.41,3360.0,4.21,26.3,41.4,9.31,151.81,95.85,177.46,50100.0,13.54,95.63,4243.59,2.89,64825.0
Germany,ALL,2001.0,78.75,3361.0,4.22,26.6,41.9,9.7,151.61,95.98,191.14,50720.0,13.87,97.91,4416.24,4.18,64815.0
Germany,ALL,2002.0,78.75,3374.0,3.72,27.3,38.38,9.8,154.35,96.06,181.15,50390.0,13.82,100.23,3823.14,2.77,60000.0
Germany,ALL,2003.0,78.72,3429.0,3.51,27.4,38.9,10.7,154.91,97.74,203.39,47480.0,14.81,106.9,3658.45,6.8,65900.0
Germany,ALL,2004.0,79.36,3420.0,3.57,28.2,39.45,11.6,154.49,98.73,194.3,46240.0,14.59,112.71,3796.75,5.44,66500.0
Germany,ALL,2005.0,79.54,3422.0,3.99,28.0,40.02,12.4,150.73,97.91,207.48,45040.0,14.06,106.91,3992.58,48.16,67800.0
Germany,ALL,2006.0,79.99,3478.0,4.28,27.5,40.59,13.1,155.64,100.62,216.46,49010.0,13.48,126.4,4188.97,38.16,69400.0
Germany,ALL,2007.0,80.21,3510.0,5.5,27.5,41.15,13.2,156.24,102.46,208.24,51010.0,13.42,140.19,3999.08,55.29,71100.0
Germany,ALL,2008.0,80.29,3556.0,5.6,27.0,41.72,13.0,159.23,103.15,209.1,48360.0,13.31,137.27,4207.34,8.93,70890.0
Germany,ALL,2009.0,80.41,3546.0,5.3,26.7,42.29,13.4,161.42,103.95,212.51,52210.0,13.3,150.92,3957.76,7.78,71894.0
Germany,ALL,2010.0,80.63,3508.0,4.9,27.0,42.86,13.6,159.35,102.52,231.78,110.0,13.07,127.59,3924.08,6.12,76592.0
Germany,ALL,2011.0,80.95,3557.0,4.1,25.9,43.44,14.2,158.71,104.88,222.75,80.0,12.64,134.2,3995.42,6.0,76891.0
Germany,ALL,2012.0,81.08,3510.0,5.3,25.1,44.02,14.6,152.79,100.54,200.16,180.0,12.45,133.07,4153.66,4.97,74442.0
Germany,ALL,2013.0,80.71,3551.0,4.8,24.4,44.6,14.5,155.92,103.21,181.51,240.0,15.3,126.18,4501.97,3.39,74577.0
Germany,ALL,2014.0,81.26,3494.0,4.6,24.0,45.18,14.1,156.7,100.08,200.73,410.0,16.49,119.52,4201.58,2.76,73457.0
Germany,ALL,2015.0,80.85,3608.0,4.9,23.2,45.76,14.3,156.33,103.98,165.32,510.0,13.97,116.0,4394.06,2.91,72413.0
Germany,ALL,2016.0,81.17,3673.0,5.4,23.9,46.34,14.2,157.23,105.49,205.56,600.0,13.19,117.6,4504.26,2.59,71721.0
Germany,ALL,2017.0,81.2,3726.0,5.6,23.8,46.91,14.0,159.02,106.03,209.26,630.0,18.44,105.3,4429.92,1.9,71015.0
Germany,ALL,2019.0,81.46,3728.0,5.7,23.3,47.48,13.4,160.66,106.89,224.27,680.0,21.9,104.51,3903.67,0.25,69903.0
Germany,ALL,2020.0,81.24,3652.0,6.0,21.7,48.05,13.6,154.28,106.05,211.71,740.0,21.57,103.15,3947.55,0.87,69022.0
Denmark,ALL,2000.0,77.21,3609.0,5.5,23.0,48.61,13.5,151.28,102.09,231.58,840.0,20.51,88.57,3647.51,0.82,68681.0
Denmark,ALL,2001.0,77.3,3606.0,4.9,28.2,49.16,13.5,155.6,100.49,243.2,960.0,21.33,35.36,3565.97,1.12,68117.0
Denmark,ALL,2002.0,77.27,3640.0,4.5,30.0,49.7,14.0,152.26,102.69,236.85,1290.0,20.43,58.42,3542.38,1.07,68442.0
Denmark,ALL,2003.0,77.58,3719.0,5.4,33.0,50.23,13.9,162.3,101.46,238.95,1920.0,22.64,59.57,3408.8,1.22,68902.0
Denmark,ALL,2004.0,77.98,3737.0,9.2,24.0,50.75,13.3,162.77,103.67,245.56,2730.0,15.29,60.57,3315.88,1.12,68356.0
Denmark,ALL,2005.0,78.44,3717.0,4.8,27.0,51.26,13.6,161.86,101.78,258.5,3890.0,15.37,60.49,3299.39,1.04,68076.0
Denmark,ALL,2006.0,78.5,3723.0,5.1,22.0,51.75,13.5,167.82,102.36,231.75,4820.0,15.66,61.1,3327.24,0.89,67830.0
Denmark,ALL,2007.0,78.61,3724.0,0.1,20.0,52.24,13.7,174.21,106.24,180.12,5410.0,18.98,55.44,3205.17,0.97,67430.0
Denmark,ALL,2008.0,78.98,3763.0,0.2,19.0,52.71,13.9,173.28,107.3,186.19,5570.0,17.5,54.91,2948.31,0.91,45790.0
Denmark,ALL,2009.0,79.2,3740.0,0.5,20.37,53.17,13.9,172.79,102.78,192.7,6480.0,21.47,53.77,2985.31,1.05,42371.0
Denmark,ALL,2010.0,79.52,3718.0,0.7,19.1,53.62,14.1,171.68,105.03,180.54,7450.0,20.49,53.77,2936.35,1.63,43198.0
Denmark,ALL,2011.0,80.07,3672.0,0.8,16.1,54.07,13.6,162.15,106.52,191.5,7740.0,18.81,50.43,3026.87,1.49,44149.0
Denmark,ALL,2012.0,80.39,3664.0,0.9,30.2,54.52,13.5,163.65,107.08,178.9,6610.0,17.96,50.44,3000.9,1.38,46432.0
Denmark,ALL,2013.0,80.56,3659.0,1.0,29.15,54.97,12.5,162.3,109.6,173.48,4790.0,21.92,47.54,2942.76,1.48,91790.0
Denmark,ALL,2014.0,80.99,3687.0,1.1,28.86,55.43,13.4,165.53,107.42,173.99,4110.0,22.39,46.24,2950.01,1.79,89590.0
Denmark,ALL,2015.0,81.03,3699.0,1.2,23.9,34.7,13.5,166.1,109.71,183.54,4080.0,18.73,44.18,2748.4,1.67,88550.0
Denmark,ALL,2016.0,81.17,3691.0,1.2,26.5,35.1,12.9,164.54,108.95,183.67,4510.0,19.74,43.75,2641.33,1.96,83090.0
Denmark,ALL,2017.0,81.38,2318.0,1.3,25.7,35.6,12.9,39.1,69.39,143.84,4480.0,23.7,42.22,2511.94,2.12,82632.0
Denmark,ALL,2018.0,81.23,2235.0,1.3,22.5,36.1,12.8,36.1,67.43,134.43,4880.0,23.2,39.49,2337.44,1.56,76703.0
Denmark,ALL,2019.0,81.76,2159.0,1.4,26.4,36.6,13.35,38.13,62.92,135.82,2790.0,22.13,37.41,2266.78,1.55,77207.0
Denmark,ALL,2020.0,81.85,2126.0,1.4,26.2,37.1,12.35,37.19,62.14,139.4,3080.0,20.1,34.4,2236.78,1.33,77829.0
Denmark,ALL,2021.0,82.57,2223.0,1.4,23.5,37.6,12.09,41.84,62.6,149.36,3640.0,19.28,32.32,2132.56,1.41,77659.0
Spain,ALL,2000.0,79.48,2021.0,1.3,24.1,38.1,12.31,32.92,60.18,116.36,4690.0,15.77,28.63,2080.26,1.34,76844.0
Spain,ALL,2001.0,79.8,2119.0,1.2,27.2,38.6,12.17,34.3,63.33,127.46,6000.0,14.28,26.58,2008.57,1.64,75149.0
Spain,ALL,2002.0,79.88,2185.0,1.0,25.4,39.1,12.14,37.51,64.98,153.85,6910.0,15.36,24.21,2102.47,1.87,80970.0
Spain,ALL,2003.0,79.78,2282.0,1.0,24.3,39.7,12.58,37.25,67.17,157.49,7580.0,19.57,23.28,1985.8,1.75,80835.0
Spain,ALL,2004.0,80.46,2371.0,0.9,23.4,40.2,12.54,38.83,68.95,179.0,8220.0,22.23,22.75,1947.01,1.59,80267.0
Spain,ALL,2005.0,80.44,2461.0,0.8,24.0,40.7,12.03,41.2,70.88,192.72,9560.0,30.5,24.4,1929.16,1.95,79906.0
Spain,ALL,2006.0,81.21,2554.0,0.8,21.8,41.3,11.87,46.38,73.1,206.46,11730.0,32.64,23.42,1856.78,1.73,79639.0
Spain,ALL,2007.0,81.19,2639.0,0.8,23.6,41.8,12.1,50.1,75.24,196.56,13980.0,25.51,23.96,1811.02,1.95,78763.0
Spain,ALL,2008.0,81.52,2837.0,0.6,22.8,39.78,11.9,50.04,81.91,225.06,13190.0,22.2,22.55,1744.21,2.4,78272.0
Spain,ALL,2009.0,81.91,3006.0,0.6,21.7,40.09,12.1,49.4,86.7,232.76,11180.0,25.06,22.37,1764.72,1.73,77905.0
Spain,ALL,2010.0,82.32,3019.0,0.7,22.9,40.4,12.1,48.0,87.76,234.4,9430.0,28.11,21.12,1691.5,1.89,77881.0
Spain,ALL,2011.0,82.45,3026.0,0.8,22.2,40.7,12.4,49.39,89.07,225.08,8860.0,24.78,20.94,1693.75,1.89,77799.0
Spain,ALL,2012.0,82.56,2995.0,1.8,22.3,41.02,11.6,52.86,89.37,226.43,8820.0,29.0,21.13,1675.19,1.42,70714.0
Spain,ALL,2013.0,83.22,3071.0,1.7,18.2,41.33,11.7,61.2,91.09,244.84,10170.0,33.24,18.67,1576.45,1.68,70461.0
Spain,ALL,2014.0,83.35,3098.0,2.2,19.6,41.65,11.6,62.12,92.41,250.93,13090.0,39.07,18.98,1497.84,1.53,70410.0
Spain,ALL,2015.0,82.97,3105.0,2.2,18.4,41.96,11.6,66.27,91.38,252.22,17010.0,35.61,18.83,1367.28,1.35,70265.0
Spain,ALL,2016.0,83.49,3111.0,2.3,21.1,42.27,11.9,64.01,92.48,242.67,18030.0,27.04,16.73,1328.41,1.46,70170.0
Spain,ALL,2017.0,83.38,3093.0,4.2,18.1,42.58,2.92,64.56,91.75,226.87,19310.0,24.49,16.48,1283.78,1.17,70138.0
Spain,ALL,2018.0,83.49,3093.0,5.5,16.6,42.88,2.88,64.26,90.77,239.45,20580.0,22.37,15.02,1226.86,1.21,70032.0
Spain,ALL,2019.0,83.96,3081.0,6.3,17.6,43.16,4.31,64.24,90.9,237.52,23170.0,19.56,14.71,1199.38,1.03,69940.0
Spain,ALL,2020.0,82.44,3137.0,6.8,16.2,43.43,2.91,67.36,92.41,238.58,23410.0,15.17,14.6,1123.81,1.28,69924.0
Spain,ALL,2021.0,83.41,3145.0,7.0,24.8,43.67,1.37,66.75,94.62,241.95,25090.0,12.79,13.46,1114.2,1.13,69730.0
Estonia,ALL,2000.0,71.3,3154.0,7.4,24.3,43.9,1.23,65.4,95.92,270.44,27070.0,16.24,12.34,1078.34,0.97,60552.0
Estonia,ALL,2001.0,71.03,3709.0,9.4,24.7,44.1,1.44,161.53,96.58,192.23,28550.0,21.94,11.29,1008.31,1.02,56984.0
Estonia,ALL,2002.0,71.52,3747.0,11.0,24.3,44.27,0.71,164.94,100.83,185.88,28450.0,25.04,10.45,1036.42,1.03,51030.0
Estonia,ALL,2003.0,72.02,3749.0,10.7,23.2,44.4,1.7,165.81,100.64,196.02,26530.0,28.1,10.21,966.05,1.07,49171.0
